"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"AMST-442","American Literature, 1920 to the Present","","4.0 units","Lecture","32720R","001","1:00-1:50pm","MWF","19","15","0","Anthony Kemp","THH121"
"AMST-449m","Asian American Literature","","4.0 units","Lecture","10438R","001","11:00-12:20pm","Tue, Thu","30","4","0","","VKC261"
"AMST-490x","Directed Research","C","1.0-8.0 units, max 12","Lecture","10441D","001","TBA","TBA","15","1","0","","OFFICE"
"","","","","Lecture","10442D","001","TBA","TBA","12","0","0","","OFFICE"
"AMST-493","Senior Honors Thesis in American Studies and Ethnicity","P","4.0 units","Lecture","10443R","001","2:00-4:50pm","Monday","12","6","0","MacArena Gomez Barris","KAP150"
"AMST-498","Senior Seminar in American Studies and Ethnicity","P","4.0 units","Lecture","10444R","001","2:00-4:50pm","Tuesday","12","7","0","","KAP150"
"AMST-522","Transpacific History","","4.0 units","Lecture","37203D","001","2:00-4:50pm","Wednesday","15","3","0","Lon Kurashige","WPH204"
"AMST-530","Readings in African American Studies","","4.0 units, max 8","Lecture","10456R","001","4:00-6:50pm","Tuesday","12","4","0","Francille Wilson","GFS114"
"AMST-570","Readings on Los Angeles and Urban Culture","","4.0 units","Lecture","10464R","001","2:00-4:50pm","Wednesday","12","3","0","Juan De Lara","KAP150"
"AMST-590","Directed Research","","1.0-12.0 units","Lecture","10478D","001","TBA","TBA","10","0","0","","OFFICE"
"AMST-680","Interdisciplinary Research Seminar in Cultural Studies","","4.0 units","Lecture","10489R","001","9:30-11:50am","Monday","12","4","0","Dorinne Kondo","KAP445"
"AMST-701","Contemporary Theories of American Studies and Ethnicity","","4.0 units, max 8","Lecture","10492R","001","4:00-6:20pm","Monday","12","1","0","Laura Pulido","KAP141"
"AMST-790","Research","","1.0-12.0 units","Lecture","10493D","001","TBA","TBA","5","0","0","","OFFICE"
"AMST-794a","Doctoral Dissertation","","2.0 units","Lecture","10495D","001","TBA","TBA","10","0","0","","OFFICE"
"AMST-794b","Doctoral Dissertation","P","2.0 units","Lecture","10496D","001","TBA","TBA","10","0","0","","OFFICE"
"AMST-794c","Doctoral Dissertation","P","2.0 units","Lecture","10497D","001","TBA","TBA","10","0","0","","OFFICE"
"AMST-794d","Doctoral Dissertation","P","2.0 units","Lecture","10498D","001","TBA","TBA","10","3","0","","OFFICE"
"AMST-794z","Doctoral Dissertation","P","0.0 units","Lecture","10499D","001","TBA","TBA","20","5","0","","OFFICE"
